Destination,Origin,2015 Combined,2020 Combined,2015 Males,2020 Males,2015 Females,2020 Females
Bolivia (Plurinational State of),Aruba,3,2,1,1,2,1
Bolivia (Plurinational State of),Sint Maarten (Dutch part),49,53,25,28,24,25
Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",21,21,10,11,11,10
Bolivia (Plurinational State of),New Caledonia,0,0,0,0,0,0
Bolivia (Plurinational State of),Vanuatu,0,0,0,0,0,0
Bolivia (Plurinational State of),New Zealand,65,70,36,40,29,30
Bolivia (Plurinational State of),Nicaragua,112,123,49,55,63,68
Bolivia (Plurinational State of),Niger,0,0,0,0,0,0
Bolivia (Plurinational State of),Nigeria,14,14,14,14,0,0
Bolivia (Plurinational State of),Niue,2,1,0,0,2,1
Bolivia (Plurinational State of),Norway,98,107,46,51,52,56
Bolivia (Plurinational State of),Pakistan,24,25,18,20,6,5
Bolivia (Plurinational State of),Panama,110,121,58,65,52,56
Bolivia (Plurinational State of),Papua New Guinea,2,1,2,1,0,0
Bolivia (Plurinational State of),Paraguay,4286,4772,2206,2454,2080,2318
Bolivia (Plurinational State of),Peru,11284,12565,6520,7251,4764,5314
Bolivia (Plurinational State of),Philippines,48,52,20,23,28,29
Bolivia (Plurinational State of),Poland,219,243,110,124,109,119
Bolivia (Plurinational State of),Portugal,176,195,110,124,66,71
Bolivia (Plurinational State of),Puerto Rico,39,41,19,21,20,20
Bolivia (Plurinational State of),Qatar,2,1,2,1,0,0
Bolivia (Plurinational State of),Romania,73,79,30,34,43,45
Bolivia (Plurinational State of),Russian Federation,329,364,135,150,194,214
Bolivia (Plurinational State of),Rwanda,2,1,0,0,2,1
Bolivia (Plurinational State of),Saint Kitts and Nevis,0,0,0,0,0,0
Bolivia (Plurinational State of),Saudi Arabia,14,14,10,11,4,3
Bolivia (Plurinational State of),Senegal,9,8,7,7,2,1
Bolivia (Plurinational State of),Serbia,22,22,16,17,6,5
Bolivia (Plurinational State of),Sierra Leone,3,2,3,2,0,0
Bolivia (Plurinational State of),Singapore,2,1,2,1,0,0
Bolivia (Plurinational State of),Slovakia,21,21,15,16,6,5
Bolivia (Plurinational State of),Viet Nam,13,13,10,11,3,2
Bolivia (Plurinational State of),Slovenia,10,9,6,6,4,3
Bolivia (Plurinational State of),Somalia,4,3,0,0,4,3
Bolivia (Plurinational State of),South Africa,18,18,9,10,9,8
Bolivia (Plurinational State of),Zimbabwe,4,3,2,2,2,1
Bolivia (Plurinational State of),Spain,12183,13568,6471,7196,5712,6372
Bolivia (Plurinational State of),Sudan,3,2,3,2,0,0
Bolivia (Plurinational State of),Suriname,0,0,0,0,0,0
Bolivia (Plurinational State of),Sweden,294,325,149,165,145,160
Bolivia (Plurinational State of),Switzerland,660,733,347,386,313,347
Bolivia (Plurinational State of),Syrian Arab Republic,3,2,1,1,2,1
Bolivia (Plurinational State of),Tajikistan,2,1,0,0,2,1
Bolivia (Plurinational State of),Thailand,10,9,2,2,8,7
Bolivia (Plurinational State of),Togo,2,1,2,1,0,0
Bolivia (Plurinational State of),Tonga,0,0,0,0,0,0
Bolivia (Plurinational State of),Trinidad and Tobago,6,5,3,3,3,2
Bolivia (Plurinational State of),United Arab Emirates,0,0,0,0,0,0
Bolivia (Plurinational State of),Tunisia,2,1,2,1,0,0
Bolivia (Plurinational State of),Turkey,38,40,23,25,15,15
Bolivia (Plurinational State of),Turkmenistan,0,0,0,0,0,0
Bolivia (Plurinational State of),Uganda,0,0,0,0,0,0
Bolivia (Plurinational State of),Ukraine,115,126,30,34,85,92
Bolivia (Plurinational State of),North Macedonia,13,13,10,11,3,2
Bolivia (Plurinational State of),Egypt,22,22,15,16,7,6
Bolivia (Plurinational State of),United Kingdom,904,1004,478,530,426,474
Bolivia (Plurinational State of),Isle of Man,3,2,3,2,0,0
Bolivia (Plurinational State of),United Republic of Tanzania,6,5,2,2,4,3
Bolivia (Plurinational State of),United States of America,4897,5453,2551,2837,2346,2616
Bolivia (Plurinational State of),Uruguay,510,565,301,333,209,232
Bolivia (Plurinational State of),Uzbekistan,6,5,3,3,3,2
Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),774,5707,417,3076,357,2631
Bolivia (Plurinational State of),Yemen,0,0,0,0,0,0
Bolivia (Plurinational State of),Zambia,3,2,1,1,2,1
Bolivia (Plurinational State of),Other,3339,3932,1811,2040,1528,1892
Brazil,Micronesia,124,133,77,85,47,48
Brazil,Afghanistan,68,73,44,48,24,25
Brazil,Algeria,215,232,108,120,107,112
Brazil,Andorra,12,13,12,13,0,0
Brazil,Angola,7533,8184,3840,4273,3693,3911
Brazil,Argentina,33971,36910,19662,21754,14309,15156
Brazil,Australia,689,747,519,568,170,179
Brazil,Austria,2733,2968,1223,1369,1510,1599
Brazil,Bahamas,18,19,6,7,12,12
Brazil,Bahrain,31,32,31,32,0,0
Brazil,Bangladesh,53,5384,53,5384,0,0
Brazil,Armenia,62,65,51,54,11,11
Brazil,Barbados,33,35,9,10,24,25
Brazil,Belgium,1980,2151,1414,1553,566,598
Brazil,Bolivia (Plurinational State of),45364,49289,24156,26825,21208,22464
Brazil,Bosnia and Herzegovina,81,86,36,40,45,46
Brazil,Belize,6,5,0,0,6,5
Brazil,Brunei Darussalam,167,180,11,17,156,163
Brazil,Bulgaria,279,301,139,155,140,146
Brazil,Myanmar,14,14,7,7,7,7
Brazil,Burundi,25,27,25,27,0,0
Brazil,Belarus,10,10,10,10,0,0
Brazil,Cambodia,33,35,17,19,16,16
Brazil,Cameroon,163,175,93,103,70,72
Brazil,Canada,1855,2014,1240,1364,615,650
Brazil,Cabo Verde,1397,1516,616,690,781,826
Brazil,Central African Republic,13,13,3,3,10,10
Brazil,Chile,18036,19596,10731,11859,7305,7737
Brazil,China,22671,24632,12197,13539,10474,11093
Brazil,Colombia,8008,8700,4002,4458,4006,4242
Brazil,Congo,94,99,84,89,10,10
Brazil,Democratic Republic of the Congo,1993,4375,1461,3237,532,1138
Brazil,Costa Rica,452,490,271,300,181,190
Brazil,Croatia,669,726,254,287,415,439
Brazil,Cuba,2427,14798,1431,8773,996,6025
Brazil,Czechia,522,566,285,316,237,250
Brazil,Benin,31,32,21,22,10,10
Brazil,Denmark,577,626,389,429,188,197
Brazil,Dominica,25,27,12,14,13,13
Brazil,Dominican Republic,365,1274,80,284,285,990
Brazil,Ecuador,2022,2195,1016,1131,1006,1064
Brazil,El Salvador,267,289,196,214,71,75
Brazil,Equatorial Guinea,65,70,16,20,49,50
Brazil,Ethiopia,12,13,0,1,12,12
Brazil,Estonia,213,231,61,71,152,160
Brazil,Finland,605,655,320,354,285,301
Brazil,France,11172,12138,7026,7747,4146,4391
Brazil,French Guiana,827,896,484,535,343,361
Brazil,Gabon,36,38,36,38,0,0
Brazil,Georgia,75,80,24,28,51,52
Brazil,Germany,18983,20625,10953,12121,8030,8504
Brazil,Ghana,72,2459,49,1708,23,751
Brazil,Kiribati,100,108,63,70,37,38
Brazil,Greece,1801,1956,998,1107,803,849
Brazil,Grenada,31,32,26,27,5,5
Brazil,Guatemala,341,369,179,199,162,170
Brazil,Guinea,68,73,38,43,30,30
Brazil,Guyana,2217,2407,1059,1181,1158,1226
Brazil,Haiti,64,32796,21,11274,43,21522
Brazil,Honduras,148,160,88,98,60,62
Brazil,Hungary,1783,1936,848,947,935,989
Brazil,Iceland,564,612,375,413,189,199
Brazil,India,1030,1118,664,732,366,386
Brazil,Indonesia,851,924,392,440,459,484
Brazil,Iran (Islamic Republic of),625,678,328,365,297,313
Brazil,Iraq,597,646,381,418,216,228
Brazil,Ireland,201,217,158,173,43,44
Brazil,Israel,2351,2554,1420,1569,931,985
Brazil,Italy,43436,47193,25433,28123,18003,19070
Brazil,Côte d'Ivoire,388,421,283,310,105,111
Brazil,Jamaica,162,174,137,148,25,26
Brazil,Japan,57336,62296,28992,32274,28344,30022
Brazil,Kazakhstan,29,30,0,0,29,30
Brazil,Jordan,1232,1338,886,973,346,365
Brazil,Kenya,53,56,2,4,51,52
Brazil,Dem. People's Republic of Korea,169,182,102,113,67,69
Brazil,Republic of Korea,10025,10891,4688,5238,5337,5653
Brazil,Kuwait,24,25,0,0,24,25
Brazil,Lao People's Democratic Republic,6,5,6,5,0,0
Brazil,Lebanon,14418,15664,9096,10028,5322,5636
Brazil,Latvia,166,179,33,40,133,139
Brazil,Liberia,41,43,23,24,18,19
Brazil,Libya,112,121,58,66,54,55
Brazil,Liechtenstein,19,20,19,20,0,0
Brazil,Lithuania,739,801,169,198,570,603
Brazil,Luxembourg,63,68,46,50,17,18
Brazil,Madagascar,42,44,5,6,37,38
Brazil,Malawi,11,11,11,11,0,0
Brazil,Malaysia,142,154,66,75,76,79
Brazil,Maldives,11,11,0,0,11,11
Brazil,Mali,7,7,7,7,0,0
Brazil,Malta,33,35,33,35,0,0
Brazil,Mexico,3131,3400,1669,1852,1462,1548
Brazil,Monaco,148,160,54,62,94,98
Brazil,Montenegro,26,27,12,13,14,14
Brazil,Morocco,594,644,365,402,229,242
Brazil,Mozambique,1667,1809,721,807,946,1002
Brazil,Oman,23,24,13,14,10,10
Brazil,Namibia,57,61,46,50,11,11
Brazil,Nepal,59,63,59,63,0,0
Brazil,Netherlands,3885,4219,2746,3013,1139,1206
Brazil,New Zealand,320,346,256,280,64,66
Brazil,Nicaragua,429,465,224,249,205,216
Brazil,Niger,16,17,16,17,0,0
Brazil,Nigeria,2181,3505,1620,2606,561,899
Brazil,Norway,671,728,488,535,183,193
Brazil,Palau,24,25,14,15,10,10
Brazil,Pakistan,301,2094,174,1222,127,872
Brazil,Panama,608,660,394,434,214,226
Brazil,Paraguay,45874,49842,20766,23247,25108,26595
Brazil,Peru,17555,19074,10610,11718,6945,7356
Brazil,Philippines,418,452,198,219,220,233
Brazil,Poland,4070,4421,1951,2178,2119,2243
Brazil,Portugal,161250,175251,80618,89800,80632,85451
Brazil,Guinea-Bissau,1105,1199,732,805,373,394
Brazil,Timor-Leste,58,62,10,1,48,61
Brazil,Romania,1994,2164,858,961,1136,1203
Brazil,Russian Federation,1622,1761,615,696,1007,1065
Brazil,Rwanda,16,17,16,17,0,0
Brazil,Saint Kitts and Nevis,36,38,31,33,5,5
Brazil,Saint Lucia,170,183,55,63,115,120
Brazil,Saint Vincent and the Grenadines,35,37,0,1,35,36
Brazil,San Marino,41,43,0,1,41,42
Brazil,Sao Tome and Principe,69,73,15,18,54,55
Brazil,Saudi Arabia,383,416,277,305,106,111
Brazil,Senegal,5219,6267,4632,5573,587,694
Brazil,Serbia,507,550,176,201,331,349
Brazil,Seychelles,35,37,35,37,0,0
Brazil,Sierra Leone,7,7,7,7,0,0
Brazil,Singapore,135,145,26,31,109,114
Brazil,Slovakia,248,268,118,132,130,136
Brazil,Viet Nam,149,161,96,106,53,55
Brazil,Slovenia,207,224,113,126,94,98
Brazil,South Africa,1855,2014,1318,1447,537,567
Brazil,Zimbabwe,120,129,68,76,52,53
Brazil,Spain,35922,39028,19461,21593,16461,17435
Brazil,Suriname,319,346,184,204,135,142
Brazil,Sweden,742,804,499,548,243,256
Brazil,Switzerland,3489,3789,2345,2577,1144,1212
Brazil,Syrian Arab Republic,3425,8003,1970,4600,1455,3403
Brazil,Tajikistan,8,8,8,8,0,0
Brazil,Thailand,538,583,287,318,251,265
Brazil,Togo,11,11,11,11,0,0
Brazil,Trinidad and Tobago,220,238,98,110,122,128
Brazil,United Arab Emirates,39,40,39,40,0,0
Brazil,Tunisia,94,99,80,85,14,14
Brazil,Turkey,423,459,284,314,139,145
Brazil,Turkmenistan,25,27,7,8,18,19
Brazil,Uganda,76,80,42,45,34,35
Brazil,Ukraine,857,930,362,407,495,523
Brazil,North Macedonia,46,48,29,30,17,18
Brazil,Egypt,3642,3957,1932,2147,1710,1810
Brazil,United Kingdom,5782,6281,3536,3903,2246,2378
Brazil,United Republic of Tanzania,103,111,60,67,43,44
Brazil,United States of America,20626,22410,9380,10499,11246,11911
Brazil,Burkina Faso,30,31,13,13,17,18
Brazil,Uruguay,28106,30537,14328,15944,13778,14593
Brazil,Uzbekistan,31,32,1,2,30,30
Brazil,Venezuela (Bolivarian Republic of),3354,248105,1706,127178,1648,120927
Brazil,Other,16618,18206,12726,13973,3892,4233
Chile,Micronesia,0,0,0,0,0,0
Chile,Argentina,56363,79253,29777,39468,26586,39785
Chile,Bolivia (Plurinational State of),53244,128782,26050,57194,27194,71588
Chile,Brazil,15247,18976,7647,8404,7600,10572
Chile,China,7889,15921,4541,9028,3348,6893
Chile,Colombia,73601,173487,35152,79942,38449,93545
Chile,Cuba,2051,23929,1133,13685,918,10244
Chile,Dominican Republic,821,36485,403,14406,418,22079
Chile,Ecuador,22146,42266,10518,20309,11628,21957
Chile,France,9403,9260,5123,4722,4280,4538
Chile,Germany,16250,7559,8485,3530,7765,4029
Chile,Haiti,39825,236912,23322,149600,16503,87312
Chile,Italy,11216,4670,6449,2690,4767,1980
Chile,Mexico,5155,10558,2729,4913,2426,5645
Chile,Paraguay,3632,6045,1843,2292,1789,3753
Chile,Peru,150885,240273,63463,112709,87422,127564
Chile,Spain,17097,21798,9354,11927,7743,9871
Chile,United States of America,15178,17015,8856,8429,6322,8586
Chile,Uruguay,6786,5652,3725,3101,3061,2551
Chile,Venezuela (Bolivarian Republic of),54787,523553,28008,261477,26779,262076
Chile,Other,78148,42621,43136,22247,35012,20374
Colombia,Micronesia,0,0,0,0,0,0
Colombia,Argentina,4464,5719,2651,3450,1813,2269
Colombia,Bolivia (Plurinational State of),958,1129,485,559,473,570
Colombia,Brazil,3525,4685,1641,2226,1884,2459
Colombia,Canada,1350,1715,777,1006,573,709
Colombia,Chile,3388,4732,1942,2752,1446,1980
Colombia,China,1616,1584,954,951,662,633
Colombia,Costa Rica,1442,1828,718,918,724,910
Colombia,Cuba,2144,2534,1340,1591,804,943
Colombia,Dominican Republic,714,1046,381,577,333,469
Colombia,Ecuador,16397,19180,8399,9792,7998,9388
Colombia,El Salvador,586,782,320,423,266,359
Colombia,France,2603,3180,1543,1940,1060,1240
Colombia,Germany,2088,2156,1251,1313,837,843
Colombia,Guatemala,661,857,358,481,303,376
Colombia,Honduras,523,690,247,319,276,371
Colombia,Italy,2902,3225,1908,2130,994,1095
Colombia,Japan,658,689,375,390,283,299
Colombia,Mexico,4265,5641,2323,3107,1942,2534
Colombia,Netherlands,495,635,330,427,165,208
Colombia,Panama,2573,3123,1293,1604,1280,1519
Colombia,Peru,5144,5680,3090,3442,2054,2238
Colombia,Russian Federation,616,646,226,235,390,411
Colombia,Spain,11877,17122,6675,9761,5202,7361
Colombia,Switzerland,704,782,458,513,246,269
Colombia,United Kingdom,1439,1686,891,1061,548,625
Colombia,United States of America,18963,20810,10204,11343,8759,9467
Colombia,Uruguay,544,662,359,444,185,218
Colombia,Venezuela (Bolivarian Republic of),55893,1780486,27744,883775,28149,896711
Colombia,Other,10875,12389,6275,7205,4600,5184
Ecuador,Micronesia,0,0,0,0,0,0
Ecuador,Afghanistan,112,167,59,96,53,71
Ecuador,Albania,71,73,38,43,33,30
Ecuador,Algeria,48,50,37,40,11,10
Ecuador,Angola,42,43,16,20,26,23
Ecuador,Argentina,5399,5645,3149,3560,2250,2085
Ecuador,Australia,373,389,206,235,167,154
Ecuador,Austria,546,571,306,349,240,222
Ecuador,Bahamas,48,50,28,32,20,18
Ecuador,Armenia,37,38,18,21,19,17
Ecuador,Belgium,855,893,432,501,423,392
Ecuador,Bolivia (Plurinational State of),1528,1597,808,930,720,667
Ecuador,Brazil,2654,2774,1212,1438,1442,1336
Ecuador,Bulgaria,194,201,88,103,106,98
Ecuador,Cameroon,45,46,32,34,13,12
Ecuador,Canada,2341,2447,1121,1316,1220,1131
Ecuador,Chile,11341,11859,6148,7047,5193,4812
Ecuador,China,2928,3061,1735,1956,1193,1105
Ecuador,Colombia,194721,203470,97851,113685,96870,89785
Ecuador,Costa Rica,938,1027,430,556,508,471
Ecuador,Croatia,81,84,54,60,27,24
Ecuador,Cuba,2994,3130,1642,1878,1352,1252
Ecuador,Czechia,315,329,229,250,86,79
Ecuador,Denmark,183,191,126,139,57,52
Ecuador,Dominican Republic,353,369,154,185,199,184
Ecuador,El Salvador,522,544,246,289,276,255
Ecuador,Falkland Islands (Malvinas),52,54,26,31,26,23
Ecuador,Finland,126,131,47,58,79,73
Ecuador,France,2264,2366,1134,1320,1130,1046
Ecuador,Gambia,33,34,28,30,5,4
Ecuador,State of Palestine,97,101,48,56,49,45
Ecuador,Germany,4405,4606,2173,2537,2232,2069
Ecuador,Ghana,37,38,26,28,11,10
Ecuador,Greece,71,73,58,61,13,12
Ecuador,Guatemala,430,449,206,242,224,207
Ecuador,Haiti,96,100,69,76,27,24
Ecuador,Honduras,469,489,209,248,260,241
Ecuador,"China, Hong Kong SAR",97,101,56,64,41,37
Ecuador,Hungary,216,225,83,103,133,122
Ecuador,India,228,238,154,170,74,68
Ecuador,Indonesia,64,66,37,42,27,24
Ecuador,Iran (Islamic Republic of),192,200,137,149,55,51
Ecuador,Iraq,36,72,19,42,17,30
Ecuador,Ireland,199,207,115,130,84,77
Ecuador,Israel,520,542,318,357,202,185
Ecuador,Italy,3845,4020,2263,2554,1582,1466
Ecuador,Jamaica,37,38,17,20,20,18
Ecuador,Japan,734,766,422,477,312,289
Ecuador,Jordan,71,73,58,61,13,12
Ecuador,Dem. People's Republic of Korea,485,507,264,303,221,204
Ecuador,Republic of Korea,810,846,402,468,408,378
Ecuador,Lebanon,443,463,285,317,158,146
Ecuador,Malaysia,34,35,21,23,13,12
Ecuador,Mexico,2258,2361,1028,1221,1230,1140
Ecuador,Morocco,48,50,29,33,19,17
Ecuador,Netherlands,829,867,459,525,370,342
Ecuador,New Zealand,112,116,48,57,64,59
Ecuador,Nicaragua,392,408,198,229,194,179
Ecuador,Nigeria,25,38,14,22,11,16
Ecuador,Norway,235,245,114,133,121,112
Ecuador,Pakistan,29,38,16,22,13,16
Ecuador,Panama,964,1008,490,570,474,438
Ecuador,Paraguay,242,252,128,147,114,105
Ecuador,Peru,13705,14331,8045,9086,5660,5245
Ecuador,Philippines,125,130,87,96,38,34
Ecuador,Poland,312,326,154,180,158,146
Ecuador,Portugal,366,382,229,256,137,126
Ecuador,Puerto Rico,500,523,254,296,246,227
Ecuador,Romania,302,315,133,159,169,156
Ecuador,Russian Federation,1495,1562,533,670,962,892
Ecuador,Saudi Arabia,88,91,55,61,33,30
Ecuador,Slovakia,49,51,23,28,26,23
Ecuador,Viet Nam,48,50,28,32,20,18
Ecuador,South Africa,122,127,87,95,35,32
Ecuador,Spain,7473,7814,3767,4379,3706,3435
Ecuador,Sweden,349,365,184,213,165,152
Ecuador,Switzerland,1962,2051,1290,1429,672,622
Ecuador,Syrian Arab Republic,64,164,45,95,19,69
Ecuador,Trinidad and Tobago,45,46,19,23,26,23
Ecuador,Ukraine,401,418,173,207,228,211
Ecuador,North Macedonia,1,15,0,9,1,6
Ecuador,Egypt,84,87,58,64,26,23
Ecuador,United Kingdom,2158,2255,1134,1306,1024,949
Ecuador,United States of America,26802,28026,13980,16141,12822,11885
Ecuador,Uruguay,958,1002,598,669,360,333
Ecuador,Venezuela (Bolivarian Republic of),8901,388861,4104,179976,4797,208885
Ecuador,Other,71309,74524,38008,43701,33301,30823
Falkland Islands (Malvinas),Micronesia,0,0,0,0,0,0
Falkland Islands (Malvinas),Argentina,26,31,13,17,13,14
Falkland Islands (Malvinas),Australia,42,51,25,32,17,19
Falkland Islands (Malvinas),Chile,198,245,111,138,87,107
Falkland Islands (Malvinas),New Zealand,26,31,12,16,14,15
Falkland Islands (Malvinas),Saint Helena,323,402,181,227,142,175
Falkland Islands (Malvinas),United Kingdom,872,1089,486,605,386,484
Falkland Islands (Malvinas),United States of America,19,23,8,11,11,12
Falkland Islands (Malvinas),Other,65,85,37,43,28,42
French Guiana,Micronesia,0,0,0,0,0,0
French Guiana,Algeria,359,403,209,235,150,168
French Guiana,Belgium,189,212,97,109,92,103
French Guiana,Brazil,22921,25759,12709,14283,10212,11476
French Guiana,China,1466,1647,682,766,784,881
French Guiana,Dominica,414,465,104,117,310,348
French Guiana,France,20934,23526,11029,12395,9905,11131
French Guiana,Guadeloupe,2021,2271,1039,1168,982,1103
French Guiana,Guyana,3522,3958,1600,1799,1922,2159
French Guiana,Haiti,19651,22084,8360,9395,11291,12689
French Guiana,Italy,160,179,98,110,62,69
French Guiana,Lao People's Democratic Republic,850,955,405,455,445,500
French Guiana,Martinique,2654,2982,1298,1459,1356,1523
French Guiana,Peru,584,656,297,334,287,322
French Guiana,Réunion,353,396,163,183,190,213
French Guiana,Saint Lucia,785,882,341,384,444,498
French Guiana,Suriname,23185,26064,10920,12272,12265,13792
French Guiana,Other,6060,6810,1048,1178,5012,5632
Guyana,Micronesia,0,0,0,0,0,0
Guyana,Antigua and Barbuda,9,9,4,4,5,5
Guyana,Bahamas,8,8,4,4,4,4
Guyana,Barbados,150,157,83,87,67,70
Guyana,Brazil,1201,1260,753,791,448,469
Guyana,Canada,224,235,123,130,101,105
Guyana,China,645,676,397,416,248,260
Guyana,Dominica,24,25,15,16,9,9
Guyana,Grenada,107,112,61,64,46,48
Guyana,Jamaica,166,174,94,99,72,75
Guyana,Saint Lucia,122,128,74,78,48,50
Guyana,Saint Vincent and the Grenadines,206,216,118,124,88,92
Guyana,Suriname,2586,2714,1346,1414,1240,1300
Guyana,Trinidad and Tobago,495,519,285,299,210,220
Guyana,United Kingdom,322,337,184,193,138,144
Guyana,United States of America,706,740,400,420,306,320
Guyana,Venezuela (Bolivarian Republic of),1181,23326,635,10129,546,13197
Guyana,Other,509,533,218,229,291,304
Paraguay,Micronesia,0,0,0,0,0,0
Paraguay,Argentina,57056,61833,28685,31162,28371,30671
Paraguay,Bolivia (Plurinational State of),1009,1092,522,567,487,525
Paraguay,Brazil,73715,79897,38569,41893,35146,38004
Paraguay,Canada,2281,2471,1470,1595,811,876
Paraguay,Chile,2109,2283,1239,1344,870,939
Paraguay,China,780,844,436,474,344,370
Paraguay,France,614,663,371,401,243,262
Paraguay,Germany,1659,1797,958,1041,701,756
Paraguay,Italy,876,947,539,585,337,362
Paraguay,Japan,1983,2148,1035,1125,948,1023
Paraguay,Republic of Korea,2547,2759,1333,1448,1214,1311
Paraguay,Mexico,1605,1738,806,876,799,862
Paraguay,Poland,872,943,462,502,410,441
Paraguay,Spain,883,955,511,554,372,401
Paraguay,United Kingdom,174,187,95,102,79,85
Paraguay,United States of America,1576,1706,843,915,733,791
Paraguay,Uruguay,2925,3168,1665,1807,1260,1361
Paraguay,Other,3798,4136,1764,1920,2034,2216
Peru,Micronesia,0,0,0,0,0,0
Peru,Algeria,19,33,13,24,6,9
Peru,Angola,15,26,5,10,10,16
Peru,Argentina,14386,26854,7795,14769,6591,12085
Peru,Australia,601,1120,343,643,258,477
Peru,Austria,200,371,111,209,89,162
Peru,Belgium,626,1166,335,628,291,538
Peru,Bolivia (Plurinational State of),16767,28165,9112,14102,7655,14063
Peru,Brazil,8817,16458,5147,9639,3670,6819
Peru,Bulgaria,69,126,43,80,26,46
Peru,Canada,3062,5714,2083,3898,979,1816
Peru,Chile,9437,17615,4983,9339,4454,8276
Peru,China,18783,31931,14936,24783,3847,7148
Peru,Colombia,7599,14182,3948,7399,3651,6783
Peru,Costa Rica,343,638,170,318,173,320
Peru,Croatia,92,169,72,134,20,35
Peru,Cuba,922,3170,558,1930,364,1240
Peru,Czechia,91,168,51,96,40,72
Peru,Denmark,247,458,139,259,108,199
Peru,Dominican Republic,184,342,92,172,92,170
Peru,Ecuador,6855,12795,3683,6902,3172,5893
Peru,El Salvador,110,203,55,104,55,99
Peru,Estonia,17,29,9,17,8,12
Peru,Finland,72,132,36,68,36,64
Peru,France,3952,7375,2204,4128,1748,3247
Peru,French Guiana,34,61,15,28,19,33
Peru,Germany,5215,9733,2925,5510,2290,4223
Peru,Greece,60,111,43,81,17,30
Peru,Guatemala,166,308,84,157,82,151
Peru,Haiti,49,89,19,35,30,54
Peru,Honduras,168,311,67,125,101,186
Peru,Hungary,65,118,32,59,33,59
Peru,Iceland,15,26,12,22,3,4
Peru,India,1434,2673,1228,2292,206,381
Peru,Indonesia,43,77,18,32,25,45
Peru,Iran (Islamic Republic of),59,107,41,75,18,32
Peru,Iraq,19,33,15,27,4,6
Peru,Ireland,215,401,111,210,104,191
Peru,Israel,516,961,319,596,197,365
Peru,Italy,4153,7748,2479,4673,1674,3075
Peru,Japan,3417,6376,1769,3494,1648,2882
Peru,Jordan,39,69,29,53,10,16
Peru,Dem. People's Republic of Korea,88,161,50,92,38,69
Peru,Republic of Korea,1691,3154,1127,2108,564,1046
Peru,Lebanon,71,131,44,83,27,48
Peru,Luxembourg,15,26,9,17,6,9
Peru,Malaysia,44,80,23,44,21,36
Peru,Malta,21,37,20,37,1,0
Peru,Mexico,3294,6148,1905,3570,1389,2578
Peru,Morocco,38,69,26,49,12,20
Peru,Netherlands,691,1288,387,725,304,563
Peru,New Zealand,95,174,44,83,51,91
Peru,Nicaragua,164,303,69,128,95,175
Peru,Norway,107,197,58,109,49,88
Peru,Pakistan,73,134,56,104,17,30
Peru,Panama,350,644,176,323,174,321
Peru,Paraguay,555,1034,258,484,297,550
Peru,Philippines,328,610,215,403,113,207
Peru,Poland,201,371,105,195,96,176
Peru,Portugal,131,242,85,159,46,83
Peru,Puerto Rico,139,257,65,122,74,135
Peru,Romania,186,340,89,162,97,178
Peru,Russian Federation,641,1194,243,456,398,738
Peru,Saint Vincent and the Grenadines,22,40,6,13,16,27
Peru,Saudi Arabia,33,58,18,33,15,25
Peru,Slovenia,29,52,17,32,12,20
Peru,South Africa,118,217,74,134,44,83
Peru,Spain,6648,12094,3667,6701,2981,5393
Peru,Sweden,287,535,155,293,132,242
Peru,Switzerland,794,1479,437,818,357,661
Peru,Thailand,21,37,5,10,16,27
Peru,Turkey,52,94,33,61,19,33
Peru,Ukraine,245,455,88,164,157,291
Peru,Egypt,20,35,16,29,4,6
Peru,United Kingdom,2945,5326,1687,3056,1258,2270
Peru,United States of America,18958,41292,11472,26870,7486,14422
Peru,Uruguay,623,1384,361,817,262,567
Peru,Venezuela (Bolivarian Republic of),4129,941889,2135,475119,1994,466770
Peru,Other,1994,4496,736,1681,1258,2815
Suriname,Micronesia,0,0,0,0,0,0
Suriname,Brazil,5023,5566,2743,3061,2280,2505
Suriname,China,4915,5446,2683,2993,2232,2453
Suriname,Guyana,12232,13557,6678,7452,5554,6105
Suriname,Netherlands,3138,3476,1713,1910,1425,1566
Suriname,Other,17819,19756,9727,10855,8092,8901
Uruguay,Micronesia,0,0,0,0,0,0
Uruguay,Argentina,27662,33022,12086,14856,15576,18166
Uruguay,Brazil,12369,14762,4965,6137,7404,8625
Uruguay,Canada,313,372,103,128,210,244
Uruguay,Chile,1288,1536,614,752,674,784
Uruguay,France,470,560,225,275,245,285
Uruguay,Germany,1384,1651,629,773,755,878
Uruguay,Italy,7327,8744,3987,4854,3340,3890
Uruguay,Mexico,532,635,235,290,297,345
Uruguay,Paraguay,1027,1225,326,409,701,816
Uruguay,Peru,90,106,62,75,28,31
Uruguay,Poland,1166,1390,508,625,658,765
Uruguay,Portugal,560,668,290,354,270,314
Uruguay,Romania,611,728,290,356,321,372
Uruguay,Spain,16232,19374,7353,9030,8879,10344
Uruguay,United Kingdom,454,541,191,235,263,306
Uruguay,United States of America,623,743,327,400,296,343
Uruguay,Venezuela (Bolivarian Republic of),583,14908,284,7511,299,7397
Uruguay,Other,6108,7302,3167,3877,2941,3425
Venezuela (Bolivarian Republic of),Micronesia,0,0,0,0,0,0
Venezuela (Bolivarian Republic of),Albania,19,17,9,9,10,8
Venezuela (Bolivarian Republic of),Algeria,95,89,45,42,50,47
